id	rep	cite	OTName	OTUnit
9695	618	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9700	619	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9701	619	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9706	620	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9707	620	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9712	621	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9713	621	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9718	622	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9719	622	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9724	623	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9725	623	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9730	624	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9731	624	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9736	625	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9737	625	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9742	626	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9743	626	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	net photosynthesis rate	micromol o2 g(FW)^-1 h^-1
9748	627	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9749	627	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9754	628	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9755	628	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9760	629	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9761	629	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9766	630	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9767	630	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9772	631	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9773	631	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9778	632	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9779	632	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9784	633	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9785	633	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	sub
9786	633	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	sub
9790	634	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9791	634	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9796	635	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9797	635	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9802	636	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9803	636	3	Eggert, A., & Wiencke, C. (2000). Adaptation and acclimation of growth and photosynthesis of five Antarctic red algae to low temperatures. Polar Biology, 23(9), 609–618.	dark respiration rate	micromol o2 g(FW)^-1 h^-1
9808	637	sub	Azcón-Bieto, J., Farquhar, G. D., & Caballero, A. (1981). Effects of temperature, oxygen concentration, leaf age and seasonal variations on the CO2 compensation point of Lolium perenne L. Planta, 152(6), 497–504.	net CO2 fixation rate	micromol m^-2 s^-1
9809	637	sub	Azcón-Bieto, J., Farquhar, G. D., & Caballero, A. (1981). Effects of temperature, oxygen concentration, leaf age and seasonal variations on the CO2 compensation point of Lolium perenne L. Planta, 152(6), 497–504.	net CO2 fixation rate	micromol m^-2 s^-1
9819	638	sub	Azcón-Bieto, J., Farquhar, G. D., & Caballero, A. (1981). Effects of temperature, oxygen concentration, leaf age and seasonal variations on the CO2 compensation point of Lolium perenne L. Planta, 152(6), 497–504.	net CO2 fixation rate	micromol m^-2 s^-1
9820	638	sub	Azcón-Bieto, J., Farquhar, G. D., & Caballero, A. (1981). Effects of temperature, oxygen concentration, leaf age and seasonal variations on the CO2 compensation point of Lolium perenne L. Planta, 152(6), 497–504.	net CO2 fixation rate	micromol m^-2 s^-1
9826	639	sub	Terrados, J., & Ros, J. D. (1992). The influence of temperature on seasonal variation of Caulerpa prolifera (Forsskal) Lamouroux photosynthesis and respiration. Journal of Experimental Marine Biology and Ecology, 162(2), 199–212.	dark respiration rate	mg o2 g(DW)^-1 h^-1
9827	639	sub	Terrados, J., & Ros, J. D. (1992). The influence of temperature on seasonal variation of Caulerpa prolifera (Forsskal) Lamouroux photosynthesis and respiration. Journal of Experimental Marine Biology and Ecology, 162(2), 199–212.	dark respiration rate	mg o2 g(DW)^-1 h^-1
9832	640	sub	Terrados, J., & Ros, J. D. (1992). The influence of temperature on seasonal variation of Caulerpa prolifera (Forsskal) Lamouroux photosynthesis and respiration. Journal of Experimental Marine Biology and Ecology, 162(2), 199–212.	dark respiration rate	mg o2 g(DW)^-1 h^-1
9833	640	sub	Terrados, J., & Ros, J. D. (1992). The influence of temperature on seasonal variation of Caulerpa prolifera (Forsskal) Lamouroux photosynthesis and respiration. Journal of Experimental Marine Biology and Ecology, 162(2), 199–212.	dark respiration rate	mg o2 g(DW)^-1 h^-1
9838	641	sub	Terrados, J., & Ros, J. D. (1992). The influence of temperature on seasonal variation of Caulerpa prolifera (Forsskal) Lamouroux photosynthesis and respiration. Journal of Experimental Marine Biology and Ecology, 162(2), 199–212.	dark respiration rate	mg o2 g(DW)^-1 h^-1
9839	641	sub	Terrados, J., & Ros, J. D. (1992). The influence of temperature on seasonal variation of Caulerpa prolifera (Forsskal) Lamouroux photosynthesis and respiration. Journal of Experimental Marine Biology and Ecology, 162(2), 199–212.	dark respiration rate	mg o2 g(DW)^-1 h^-1
9844	642	sub	Terrados, J., & Ros, J. D. (1992). The influence of temperature on seasonal variation of Caulerpa prolifera (Forsskal) Lamouroux photosynthesis and respiration. Journal of Experimental Marine Biology and Ecology, 162(2), 199–212.	dark respiration rate	mg o2 g(DW)^-1 h^-1
9845	642	sub	Terrados, J., & Ros, J. D. (1992). The influence of temperature on seasonal variation of Caulerpa prolifera (Forsskal) Lamouroux photosynthesis and respiration. Journal of Experimental Marine Biology and Ecology, 162(2), 199–212.	dark respiration rate	mg o2 g(DW)^-1 h^-1
9850	643	sub	Terrados, J., & Ros, J. D. (1992). The influence of temperature on seasonal variation of Caulerpa prolifera (Forsskal) Lamouroux photosynthesis and respiration. Journal of Experimental Marine Biology and Ecology, 162(2), 199–212.	net photosynthesis rate	mg o2 g(DW)^-1 h^-1
9851	643	sub	Terrados, J., & Ros, J. D. (1992). The influence of temperature on seasonal variation of Caulerpa prolifera (Forsskal) Lamouroux photosynthesis and respiration. Journal of Experimental Marine Biology and Ecology, 162(2), 199–212.	net photosynthesis rate	mg o2 g(DW)^-1 h^-1
9856	644	sub	Terrados, J., & Ros, J. D. (1992). The influence of temperature on seasonal variation of Caulerpa prolifera (Forsskal) Lamouroux photosynthesis and respiration. Journal of Experimental Marine Biology and Ecology, 162(2), 199–212.	net photosynthesis rate	mg o2 g(DW)^-1 h^-1
9857	644	sub	Terrados, J., & Ros, J. D. (1992). The influence of temperature on seasonal variation of Caulerpa prolifera (Forsskal) Lamouroux photosynthesis and respiration. Journal of Experimental Marine Biology and Ecology, 162(2), 199–212.	net photosynthesis rate	mg o2 g(DW)^-1 h^-1
9862	645	3	Spencer, W. E., & Wetzel, R. G. (1993). Acclimation of photosynthesis and dark respiration of a submersed angiosperm beneath ice in a temperate lake. Plant Physiology, 101(3), 985–991.	net photosynthesis rate	micromol co2 mg(Chl)^-1 h^-1
9863	645	3	Spencer, W. E., & Wetzel, R. G. (1993). Acclimation of photosynthesis and dark respiration of a submersed angiosperm beneath ice in a temperate lake. Plant Physiology, 101(3), 985–991.	net photosynthesis rate	micromol co2 mg(Chl)^-1 h^-1
9868	646	3	Spencer, W. E., & Wetzel, R. G. (1993). Acclimation of photosynthesis and dark respiration of a submersed angiosperm beneath ice in a temperate lake. Plant Physiology, 101(3), 985–991.	net photosynthesis rate	micromol co2 mg(Chl)^-1 h^-1
9869	646	3	Spencer, W. E., & Wetzel, R. G. (1993). Acclimation of photosynthesis and dark respiration of a submersed angiosperm beneath ice in a temperate lake. Plant Physiology, 101(3), 985–991.	net photosynthesis rate	micromol co2 mg(Chl)^-1 h^-1
9874	647	3	Spencer, W. E., & Wetzel, R. G. (1993). Acclimation of photosynthesis and dark respiration of a submersed angiosperm beneath ice in a temperate lake. Plant Physiology, 101(3), 985–991.	dark respiration rate	micromol co2 mg(Chl)^-1 h^-1
9875	647	3	Spencer, W. E., & Wetzel, R. G. (1993). Acclimation of photosynthesis and dark respiration of a submersed angiosperm beneath ice in a temperate lake. Plant Physiology, 101(3), 985–991.	dark respiration rate	micromol co2 mg(Chl)^-1 h^-1
9880	648	3	Spencer, W. E., & Wetzel, R. G. (1993). Acclimation of photosynthesis and dark respiration of a submersed angiosperm beneath ice in a temperate lake. Plant Physiology, 101(3), 985–991.	dark respiration rate	micromol co2 mg(Chl)^-1 h^-1
9881	648	3	Spencer, W. E., & Wetzel, R. G. (1993). Acclimation of photosynthesis and dark respiration of a submersed angiosperm beneath ice in a temperate lake. Plant Physiology, 101(3), 985–991.	dark respiration rate	micromol co2 mg(Chl)^-1 h^-1
9886	649	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net CO2 uptake rate	nmol CO2 cm^-2 s^-1
9887	649	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net CO2 uptake rate	nmol CO2 cm^-2 s^-1
9891	650	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net CO2 uptake rate	nmol CO2 cm^-2 s^-1
9892	650	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net CO2 uptake rate	nmol CO2 cm^-2 s^-1
9897	651	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net CO2 uptake rate	nmol CO2 cm^-2 s^-1
9898	651	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net CO2 uptake rate	nmol CO2 cm^-2 s^-1
9902	652	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net CO2 uptake rate	nmol CO2 cm^-2 s^-1
9903	652	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net CO2 uptake rate	nmol CO2 cm^-2 s^-1
9910	653	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net CO2 uptake rate	nmol CO2 cm^-2 s^-1
9911	653	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net CO2 uptake rate	nmol CO2 cm^-2 s^-1
9925	654	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net CO2 uptake rate	nmol CO2 cm^-2 s^-1
9926	654	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net CO2 uptake rate	nmol CO2 cm^-2 s^-1
9950	655	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	dark respiratory CO2 release	nmol CO2 cm^-2 s^-1
9951	655	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	dark respiratory CO2 release	nmol CO2 cm^-2 s^-1
9959	656	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	dark respiratory CO2 release	nmol CO2 cm^-2 s^-1
9960	656	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	dark respiratory CO2 release	nmol CO2 cm^-2 s^-1
9967	657	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	dark respiratory CO2 release	nmol CO2 cm^-2 s^-1
9968	657	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	dark respiratory CO2 release	nmol CO2 cm^-2 s^-1
9975	658	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
9976	658	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
9990	659	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
9991	659	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
10005	660	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
10006	660	sub	Mooney, H. A., Björkman, O., & Collatz, G. J. (1978). Photosynthetic acclimation to temperature in the desert shrub, Larrea divaricata. Plant Physiology, 61(3), 406–410.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
10018	661	sub	Holaday, A. S., Martindale, W., Alred, R., Brooks, A. L., & Leegood, R. C. (1992). Changes in activities of enzymes of carbon metabolism in leaves during exposure of plants to low temperature. Plant Physiology, 98(3), 1105–1114.	photosynthetic O2 evolution rate	micromol o2 m^-2 s^-1
10019	661	sub	Holaday, A. S., Martindale, W., Alred, R., Brooks, A. L., & Leegood, R. C. (1992). Changes in activities of enzymes of carbon metabolism in leaves during exposure of plants to low temperature. Plant Physiology, 98(3), 1105–1114.	photosynthetic O2 evolution rate	micromol o2 m^-2 s^-1
10024	662	sub	Holaday, A. S., Martindale, W., Alred, R., Brooks, A. L., & Leegood, R. C. (1992). Changes in activities of enzymes of carbon metabolism in leaves during exposure of plants to low temperature. Plant Physiology, 98(3), 1105–1114.	photosynthetic O2 evolution rate	micromol o2 m^-2 s^-1
10025	662	sub	Holaday, A. S., Martindale, W., Alred, R., Brooks, A. L., & Leegood, R. C. (1992). Changes in activities of enzymes of carbon metabolism in leaves during exposure of plants to low temperature. Plant Physiology, 98(3), 1105–1114.	photosynthetic O2 evolution rate	micromol o2 m^-2 s^-1
10030	663	sub	Ehleringer, J. R., & Björkman, O. (1978). A comparison of photosynthetic characteristics of Encelia species possessing glabrous and pubescent leaves. Plant Physiology, 62(2), 185–190.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
10031	663	sub	Ehleringer, J. R., & Björkman, O. (1978). A comparison of photosynthetic characteristics of Encelia species possessing glabrous and pubescent leaves. Plant Physiology, 62(2), 185–190.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
10038	664	sub	Ehleringer, J. R., & Björkman, O. (1978). A comparison of photosynthetic characteristics of Encelia species possessing glabrous and pubescent leaves. Plant Physiology, 62(2), 185–190.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
10039	664	sub	Ehleringer, J. R., & Björkman, O. (1978). A comparison of photosynthetic characteristics of Encelia species possessing glabrous and pubescent leaves. Plant Physiology, 62(2), 185–190.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
10043	665	sub	Ehleringer, J. R., & Björkman, O. (1978). A comparison of photosynthetic characteristics of Encelia species possessing glabrous and pubescent leaves. Plant Physiology, 62(2), 185–190.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
10044	665	sub	Ehleringer, J. R., & Björkman, O. (1978). A comparison of photosynthetic characteristics of Encelia species possessing glabrous and pubescent leaves. Plant Physiology, 62(2), 185–190.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
10049	666	sub	Ehleringer, J. R., & Björkman, O. (1978). A comparison of photosynthetic characteristics of Encelia species possessing glabrous and pubescent leaves. Plant Physiology, 62(2), 185–190.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
10050	666	sub	Ehleringer, J. R., & Björkman, O. (1978). A comparison of photosynthetic characteristics of Encelia species possessing glabrous and pubescent leaves. Plant Physiology, 62(2), 185–190.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
10055	667	sub	Ehleringer, J. R., & Björkman, O. (1978). A comparison of photosynthetic characteristics of Encelia species possessing glabrous and pubescent leaves. Plant Physiology, 62(2), 185–190.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
10056	667	sub	Ehleringer, J. R., & Björkman, O. (1978). A comparison of photosynthetic characteristics of Encelia species possessing glabrous and pubescent leaves. Plant Physiology, 62(2), 185–190.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
10063	668	sub	Ehleringer, J. R., & Björkman, O. (1978). A comparison of photosynthetic characteristics of Encelia species possessing glabrous and pubescent leaves. Plant Physiology, 62(2), 185–190.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
10064	668	sub	Ehleringer, J. R., & Björkman, O. (1978). A comparison of photosynthetic characteristics of Encelia species possessing glabrous and pubescent leaves. Plant Physiology, 62(2), 185–190.	net photosynthesis rate	nmol CO2 cm^-2 s^-1
10068	669	sub	Skillman, J. B., Strain, B. R., & Osmond, C. B. (1996). Contrasting patterns of photosynthetic acclimation and photoinhibition in two evergreen herbs from a winter deciduous forest. Oecologia, 107(4), 446–455.	maximum photosynthesis rate	micromol o2 m^-2 s^-1
10069	669	sub	Skillman, J. B., Strain, B. R., & Osmond, C. B. (1996). Contrasting patterns of photosynthetic acclimation and photoinhibition in two evergreen herbs from a winter deciduous forest. Oecologia, 107(4), 446–455.	maximum photosynthesis rate	micromol o2 m^-2 s^-1
10087	670	sub	Skillman, J. B., Strain, B. R., & Osmond, C. B. (1996). Contrasting patterns of photosynthetic acclimation and photoinhibition in two evergreen herbs from a winter deciduous forest. Oecologia, 107(4), 446–455.	maximum photosynthesis rate	micromol o2 m^-2 s^-1
10088	670	sub	Skillman, J. B., Strain, B. R., & Osmond, C. B. (1996). Contrasting patterns of photosynthetic acclimation and photoinhibition in two evergreen herbs from a winter deciduous forest. Oecologia, 107(4), 446–455.	maximum photosynthesis rate	micromol o2 m^-2 s^-1
10104	671	sub	Seemann, J. R., Berry, J. A., & Downton, W. J. S. (1984). Photosynthetic response and adaptation to high temperature in desert plants. Plant Physiology, 75(2), 364–368.	net photosynthesis rate	% of max
10105	671	sub	Seemann, J. R., Berry, J. A., & Downton, W. J. S. (1984). Photosynthetic response and adaptation to high temperature in desert plants. Plant Physiology, 75(2), 364–368.	net photosynthesis rate	% of max
10111	672	sub	Seemann, J. R., Berry, J. A., & Downton, W. J. S. (1984). Photosynthetic response and adaptation to high temperature in desert plants. Plant Physiology, 75(2), 364–368.	net photosynthesis rate	% of max
10112	672	sub	Seemann, J. R., Berry, J. A., & Downton, W. J. S. (1984). Photosynthetic response and adaptation to high temperature in desert plants. Plant Physiology, 75(2), 364–368.	net photosynthesis rate	% of max
10121	673	3	Ziska, L. H. (2001). Growth temperature can alter the temperature dependent stimulation of photosynthesis by elevated carbon dioxide in Albutilon theophrasti. Physiologia Plantarum, 111(3), 322–328.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10122	673	3	Ziska, L. H. (2001). Growth temperature can alter the temperature dependent stimulation of photosynthesis by elevated carbon dioxide in Albutilon theophrasti. Physiologia Plantarum, 111(3), 322–328.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10128	674	3	Ziska, L. H. (2001). Growth temperature can alter the temperature dependent stimulation of photosynthesis by elevated carbon dioxide in Albutilon theophrasti. Physiologia Plantarum, 111(3), 322–328.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10129	674	3	Ziska, L. H. (2001). Growth temperature can alter the temperature dependent stimulation of photosynthesis by elevated carbon dioxide in Albutilon theophrasti. Physiologia Plantarum, 111(3), 322–328.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10135	675	3	Ziska, L. H. (2001). Growth temperature can alter the temperature dependent stimulation of photosynthesis by elevated carbon dioxide in Albutilon theophrasti. Physiologia Plantarum, 111(3), 322–328.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10136	675	3	Ziska, L. H. (2001). Growth temperature can alter the temperature dependent stimulation of photosynthesis by elevated carbon dioxide in Albutilon theophrasti. Physiologia Plantarum, 111(3), 322–328.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10142	676	3	Ziska, L. H. (2001). Growth temperature can alter the temperature dependent stimulation of photosynthesis by elevated carbon dioxide in Albutilon theophrasti. Physiologia Plantarum, 111(3), 322–328.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
10143	676	3	Ziska, L. H. (2001). Growth temperature can alter the temperature dependent stimulation of photosynthesis by elevated carbon dioxide in Albutilon theophrasti. Physiologia Plantarum, 111(3), 322–328.	net CO2 assimilation rate	micromol co2 m^-2 s^-1
